Start,Team,Games,Wins,Draws,Losses,Points,No,Scored,Against,End
[9, 'Crystal Palace',38,15,9,14,54, nan,40,41, -1]
[13, 'Crystal Palace',38,11,12,15,45, nan,40,46, -6]
[11, 'Crystal Palace',38,11,13,14,46, nan,38,42, -4]
[5, 'Crystal Palace',38,19,11,8,68, nan,48,34, 14]
[14, 'Crystal Palace',38,10,11,17,41, nan,40,48, -8]
[11, 'Crystal Palace',38,11,14,13,47, nan,43,47, -4]
[8, 'Crystal Palace',38,15,11,12,56, nan,42,44, -2]
[13, 'Crystal Palace',38,9,14,15,41, nan,39,48, -9]
[10, 'Crystal Palace',38,13,9,16,48, nan,42,47, -5]
[9, 'Crystal Palace',38,14,14,10,56, nan,43,38, 5]
[12, 'Crystal Palace',38,12,14,12,50, nan,37,38, -1]
[11, 'Crystal Palace',38,11,14,13,47, nan,41,46, -5]
[11, 'Crystal Palace',38,12,11,15,47, nan,44,46, -2]
[16, 'Crystal Palace',38,8,10,20,34, nan,34,52, -18]
[9, 'Crystal Palace',38,15,8,15,53, nan,43,43, 0]
[11, 'Crystal Palace',38,13,8,17,47, nan,44,54, -10]
[11, 'Crystal Palace',38,13,9,16,48, nan,40,44, -4]
[12, 'Crystal Palace',38,11,12,15,45, nan,40,47, -7]
[9, 'Crystal Palace',38,13,13,12,52, nan,43,46, -3]
[13, 'Crystal Palace',38,12,8,18,44, nan,36,50, -14]
[15, 'Crystal Palace',38,8,16,14,40, nan,39,47, -8]
[14, 'Crystal Palace',38,7,16,15,37, nan,38,47, -9]
[10, 'Crystal Palace',38,15,9,14,54, nan,41,40, 1]
[11, 'Crystal Palace',38,13,10,15,49, nan,41,45, -4]
[15, 'Crystal Palace',38,10,14,14,44, nan,43,50, -7]
[8, 'Crystal Palace',38,16,7,15,55, nan,38,42, -4]
[11, 'Crystal Palace',38,12,11,15,47, nan,38,39, -1]
[10, 'Crystal Palace',38,15,8,15,53, nan,37,37, 0]
[9, 'Crystal Palace',38,15,12,11,57, nan,41,38, 3]
[8, 'Crystal Palace',38,15,14,9,59, nan,43,40, 3]
[12, 'Crystal Palace',38,15,6,17,51, nan,44,54, -10]
[16, 'Crystal Palace',38,9,14,15,41, nan,38,45, -7]
[14, 'Crystal Palace',38,11,13,14,46, nan,43,49, -6]
[12, 'Crystal Palace',38,11,16,11,49, nan,41,43, -2]
[13, 'Crystal Palace',38,9,15,14,42, nan,39,47, -8]
[10, 'Crystal Palace',38,15,12,11,57, nan,41,39, 2]
[10, 'Crystal Palace',38,14,12,12,54, nan,41,43, -2]
[9, 'Crystal Palace',38,15,10,13,55, nan,41,42, -1]
[12, 'Crystal Palace',38,12,14,12,50, nan,37,40, -3]
[10, 'Crystal Palace',38,14,11,13,53, nan,38,40, -2]
[11, 'Crystal Palace',38,11,14,13,47, nan,40,47, -7]
[13, 'Crystal Palace',38,11,13,14,46, nan,38,41, -3]
[14, 'Crystal Palace',38,11,11,16,44, nan,44,52, -8]
[11, 'Crystal Palace',38,12,12,14,48, nan,45,51, -6]
[13, 'Crystal Palace',38,9,16,13,43, nan,40,44, -4]
[11, 'Crystal Palace',38,12,14,12,50, nan,38,43, -5]
[12, 'Crystal Palace',38,10,12,16,42, nan,42,53, -11]
[9, 'Crystal Palace',38,15,10,13,55, nan,42,37, 5]
[14, 'Crystal Palace',38,11,9,18,42, nan,38,50, -12]
[13, 'Crystal Palace',38,11,11,16,44, nan,40,49, -9]
[15, 'Crystal Palace',38,9,11,18,38, nan,37,46, -9]
[7, 'Crystal Palace',38,17,10,11,61, nan,44,40, 4]
[10, 'Crystal Palace',38,14,9,15,51, nan,40,44, -4]
[13, 'Crystal Palace',38,11,12,15,45, nan,43,51, -8]
[6, 'Crystal Palace',38,15,16,7,61, nan,42,34, 8]
[6, 'Crystal Palace',38,20,8,10,68, nan,43,30, 13]
[10, 'Crystal Palace',38,12,14,12,50, nan,44,45, -1]
[12, 'Crystal Palace',38,12,13,13,49, nan,41,41, 0]
[9, 'Crystal Palace',38,15,11,12,56, nan,41,41, 0]
[17, 'Crystal Palace',38,8,12,18,36, nan,35,48, -13]
[11, 'Crystal Palace',38,13,9,16,48, nan,39,45, -6]
[9, 'Crystal Palace',38,12,15,11,51, nan,42,40, 2]
[9, 'Crystal Palace',38,18,7,13,61, nan,44,35, 9]
[11, 'Crystal Palace',38,15,10,13,55, nan,40,37, 3]
[12, 'Crystal Palace',38,10,12,16,42, nan,39,46, -7]
[11, 'Crystal Palace',38,13,14,11,53, nan,40,39, 1]
[14, 'Crystal Palace',38,9,12,17,39, nan,40,56, -16]
[11, 'Crystal Palace',38,13,12,13,51, nan,43,44, -1]
[12, 'Crystal Palace',38,12,13,13,49, nan,43,45, -2]
[11, 'Crystal Palace',38,12,9,17,45, nan,43,52, -9]
[9, 'Crystal Palace',38,15,9,14,54, nan,37,38, -1]
[12, 'Crystal Palace',38,10,11,17,41, nan,35,47, -12]
[11, 'Crystal Palace',38,13,11,14,50, nan,42,41, 1]
[7, 'Crystal Palace',38,16,12,10,60, nan,43,38, 5]
[11, 'Crystal Palace',38,13,11,14,50, nan,41,41, 0]
[13, 'Crystal Palace',38,11,13,14,46, nan,38,43, -5]
[8, 'Crystal Palace',38,16,9,13,57, nan,41,40, 1]
[9, 'Crystal Palace',38,15,9,14,54, nan,41,43, -2]
[10, 'Crystal Palace',38,14,10,14,52, nan,36,37, -1]
[9, 'Crystal Palace',38,14,15,9,57, nan,44,40, 4]
[10, 'Crystal Palace',38,14,10,14,52, nan,41,42, -1]
[13, 'Crystal Palace',38,12,12,14,48, nan,42,45, -3]
[11, 'Crystal Palace',38,13,10,15,49, nan,40,44, -4]
[10, 'Crystal Palace',38,13,15,10,54, nan,43,40, 3]
[10, 'Crystal Palace',38,13,9,16,48, nan,39,45, -6]
[14, 'Crystal Palace',38,9,14,15,41, nan,39,47, -8]
[10, 'Crystal Palace',38,14,10,14,52, nan,42,44, -2]
[12, 'Crystal Palace',38,11,13,14,46, nan,43,49, -6]
[9, 'Crystal Palace',38,13,12,13,51, nan,42,44, -2]
[10, 'Crystal Palace',38,11,16,11,49, nan,39,41, -2]
[14, 'Crystal Palace',38,10,11,17,41, nan,40,49, -9]
[11, 'Crystal Palace',38,12,14,12,50, nan,41,44, -3]
[11, 'Crystal Palace',38,12,12,14,48, nan,42,48, -6]
[8, 'Crystal Palace',38,16,10,12,58, nan,45,40, 5]
[11, 'Crystal Palace',38,12,15,11,51, nan,44,47, -3]
[11, 'Crystal Palace',38,13,9,16,48, nan,44,53, -9]
[14, 'Crystal Palace',38,9,14,15,41, nan,40,51, -11]
[8, 'Crystal Palace',38,14,13,11,55, nan,43,43, 0]
[13, 'Crystal Palace',38,10,11,17,41, nan,35,46, -11]
[11, 'Crystal Palace',38,11,17,10,50, nan,42,40, 2]
[11, 'Crystal Palace',38,11,13,14,46, nan,38,45, -7]
[8, 'Crystal Palace',38,16,11,11,59, nan,45,39, 6]
[11, 'Crystal Palace',38,13,11,14,50, nan,41,46, -5]
[11, 'Crystal Palace',38,13,14,11,53, nan,44,42, 2]
[12, 'Crystal Palace',38,12,12,14,48, nan,39,48, -9]
[14, 'Crystal Palace',38,9,16,13,43, nan,40,49, -9]
[13, 'Crystal Palace',38,12,11,15,47, nan,39,47, -8]
[10, 'Crystal Palace',38,15,8,15,53, nan,40,41, -1]
[8, 'Crystal Palace',38,13,17,8,56, nan,45,40, 5]
[8, 'Crystal Palace',38,14,12,12,54, nan,44,45, -1]
[11, 'Crystal Palace',38,13,9,16,48, nan,42,50, -8]
[12, 'Crystal Palace',38,12,11,15,47, nan,40,44, -4]
[9, 'Crystal Palace',38,15,12,11,57, nan,41,41, 0]
[11, 'Crystal Palace',38,13,13,12,52, nan,39,40, -1]
[10, 'Crystal Palace',38,12,15,11,51, nan,44,40, 4]
[8, 'Crystal Palace',38,14,14,10,56, nan,43,37, 6]
[8, 'Crystal Palace',38,15,11,12,56, nan,45,43, 2]
[14, 'Crystal Palace',38,10,12,16,42, nan,37,49, -12]
[13, 'Crystal Palace',38,11,9,18,42, nan,41,52, -11]
[12, 'Crystal Palace',38,11,11,16,44, nan,37,47, -10]
[10, 'Crystal Palace',38,12,14,12,50, nan,38,39, -1]
[10, 'Crystal Palace',38,13,14,11,53, nan,39,40, -1]
[9, 'Crystal Palace',38,14,12,12,54, nan,45,42, 3]
[13, 'Crystal Palace',38,11,13,14,46, nan,39,46, -7]
[11, 'Crystal Palace',38,13,12,13,51, nan,41,40, 1]
[15, 'Crystal Palace',38,8,14,16,38, nan,42,56, -14]
[12, 'Crystal Palace',38,11,14,13,47, nan,40,44, -4]
[11, 'Crystal Palace',38,11,12,15,45, nan,41,45, -4]
[14, 'Crystal Palace',38,8,16,14,40, nan,34,41, -7]
[13, 'Crystal Palace',38,11,12,15,45, nan,38,44, -6]
[11, 'Crystal Palace',38,14,10,14,52, nan,38,41, -3]
[10, 'Crystal Palace',38,11,16,11,49, nan,41,42, -1]
[7, 'Crystal Palace',38,19,8,11,65, nan,49,42, 7]
[10, 'Crystal Palace',38,14,12,12,54, nan,43,37, 6]
[12, 'Crystal Palace',38,10,14,14,44, nan,39,48, -9]
[11, 'Crystal Palace',38,12,11,15,47, nan,38,41, -3]
[12, 'Crystal Palace',38,13,13,12,52, nan,44,44, 0]
[11, 'Crystal Palace',38,13,10,15,49, nan,38,44, -6]
[17, 'Crystal Palace',38,9,11,18,38, nan,34,50, -16]
[10, 'Crystal Palace',38,15,8,15,53, nan,39,42, -3]
[11, 'Crystal Palace',38,13,16,9,55, nan,44,42, 2]
[9, 'Crystal Palace',38,14,12,12,54, nan,48,46, 2]
[11, 'Crystal Palace',38,12,10,16,46, nan,42,52, -10]
[11, 'Crystal Palace',38,13,11,14,50, nan,37,40, -3]
[13, 'Crystal Palace',38,11,10,17,43, nan,42,50, -8]
[13, 'Crystal Palace',38,10,13,15,43, nan,39,45, -6]
[12, 'Crystal Palace',38,9,16,13,43, nan,41,49, -8]
[11, 'Crystal Palace',38,12,12,14,48, nan,41,48, -7]
[11, 'Crystal Palace',38,13,13,12,52, nan,39,38, 1]
[13, 'Crystal Palace',38,10,18,10,48, nan,43,43, 0]
[8, 'Crystal Palace',38,15,12,11,57, nan,45,40, 5]
[12, 'Crystal Palace',38,10,14,14,44, nan,37,44, -7]
[14, 'Crystal Palace',38,11,10,17,43, nan,41,54, -13]
[10, 'Crystal Palace',38,13,13,12,52, nan,45,45, 0]
[10, 'Crystal Palace',38,13,13,12,52, nan,44,46, -2]
[10, 'Crystal Palace',38,14,9,15,51, nan,39,44, -5]
[13, 'Crystal Palace',38,10,16,12,46, nan,38,42, -4]
[13, 'Crystal Palace',38,12,11,15,47, nan,43,47, -4]
[12, 'Crystal Palace',38,11,14,13,47, nan,37,41, -4]
[6, 'Crystal Palace',38,16,12,10,60, nan,40,32, 8]
[11, 'Crystal Palace',38,13,10,15,49, nan,38,41, -3]
[9, 'Crystal Palace',38,15,12,11,57, nan,41,41, 0]
[14, 'Crystal Palace',38,10,12,16,42, nan,37,48, -11]
[13, 'Crystal Palace',38,12,10,16,46, nan,42,51, -9]
[12, 'Crystal Palace',38,13,8,17,47, nan,42,50, -8]
[13, 'Crystal Palace',38,9,15,14,42, nan,40,48, -8]
[14, 'Crystal Palace',38,12,7,19,43, nan,37,50, -13]
[7, 'Crystal Palace',38,16,13,9,61, nan,42,38, 4]
[6, 'Crystal Palace',38,18,11,9,65, nan,46,36, 10]
[11, 'Crystal Palace',38,13,10,15,49, nan,42,47, -5]
[8, 'Crystal Palace',38,16,12,10,60, nan,46,39, 7]
[11, 'Crystal Palace',38,12,14,12,50, nan,41,39, 2]
[11, 'Crystal Palace',38,12,11,15,47, nan,42,51, -9]
[13, 'Crystal Palace',38,9,16,13,43, nan,38,49, -11]
[10, 'Crystal Palace',38,15,10,13,55, nan,41,40, 1]
[11, 'Crystal Palace',38,12,14,12,50, nan,41,42, -1]
[10, 'Crystal Palace',38,12,12,14,48, nan,40,48, -8]
[11, 'Crystal Palace',38,12,11,15,47, nan,41,46, -5]
[13, 'Crystal Palace',38,11,14,13,47, nan,40,45, -5]
[17, 'Crystal Palace',38,8,14,16,38, nan,38,47, -9]
[12, 'Crystal Palace',38,12,11,15,47, nan,44,52, -8]
[12, 'Crystal Palace',38,13,8,17,47, nan,41,49, -8]
[10, 'Crystal Palace',38,14,9,15,51, nan,40,42, -2]
[13, 'Crystal Palace',38,9,14,15,41, nan,37,47, -10]
[10, 'Crystal Palace',38,14,11,13,53, nan,38,39, -1]
[12, 'Crystal Palace',38,11,14,13,47, nan,42,45, -3]
[13, 'Crystal Palace',38,9,12,17,39, nan,39,50, -11]
[11, 'Crystal Palace',38,13,9,16,48, nan,41,48, -7]
[11, 'Crystal Palace',38,12,10,16,46, nan,40,49, -9]
[12, 'Crystal Palace',38,10,14,14,44, nan,40,48, -8]
[11, 'Crystal Palace',38,12,15,11,51, nan,44,43, 1]
[9, 'Crystal Palace',38,13,13,12,52, nan,42,45, -3]
[13, 'Crystal Palace',38,9,15,14,42, nan,40,48, -8]
[13, 'Crystal Palace',38,12,10,16,46, nan,36,40, -4]
[9, 'Crystal Palace',38,14,12,12,54, nan,44,43, 1]
[9, 'Crystal Palace',38,14,12,12,54, nan,39,39, 0]
[15, 'Crystal Palace',38,9,11,18,38, nan,38,53, -15]
[13, 'Crystal Palace',38,12,11,15,47, nan,41,45, -4]
[11, 'Crystal Palace',38,11,12,15,45, nan,40,45, -5]
[13, 'Crystal Palace',38,11,13,14,46, nan,39,43, -4]
[13, 'Crystal Palace',38,10,13,15,43, nan,36,44, -8]
[8, 'Crystal Palace',38,14,14,10,56, nan,48,43, 5]
[14, 'Crystal Palace',38,9,15,14,42, nan,36,41, -5]
[13, 'Crystal Palace',38,9,18,11,45, nan,38,41, -3]
[8, 'Crystal Palace',38,15,12,11,57, nan,42,41, 1]
[10, 'Crystal Palace',38,12,13,13,49, nan,42,44, -2]
[11, 'Crystal Palace',38,12,14,12,50, nan,41,42, -1]
[12, 'Crystal Palace',38,11,15,12,48, nan,39,39, 0]
[10, 'Crystal Palace',38,15,10,13,55, nan,42,41, 1]
[11, 'Crystal Palace',38,13,12,13,51, nan,38,38, 0]
[12, 'Crystal Palace',38,13,10,15,49, nan,43,46, -3]
[13, 'Crystal Palace',38,12,9,17,45, nan,36,44, -8]
[7, 'Crystal Palace',38,17,10,11,61, nan,43,36, 7]
[13, 'Crystal Palace',38,11,12,15,45, nan,36,43, -7]
[10, 'Crystal Palace',38,12,17,9,53, nan,43,42, 1]
[10, 'Crystal Palace',38,13,12,13,51, nan,47,51, -4]
[12, 'Crystal Palace',38,11,14,13,47, nan,37,40, -3]
[11, 'Crystal Palace',38,12,13,13,49, nan,42,45, -3]
[11, 'Crystal Palace',38,12,11,15,47, nan,39,46, -7]
[12, 'Crystal Palace',38,11,13,14,46, nan,38,46, -8]
[12, 'Crystal Palace',38,13,11,14,50, nan,39,44, -5]
[11, 'Crystal Palace',38,10,17,11,47, nan,41,44, -3]
[14, 'Crystal Palace',38,9,14,15,41, nan,40,51, -11]
[12, 'Crystal Palace',38,11,12,15,45, nan,37,40, -3]
[12, 'Crystal Palace',38,11,14,13,47, nan,40,46, -6]
[11, 'Crystal Palace',38,13,12,13,51, nan,37,40, -3]
[9, 'Crystal Palace',38,16,7,15,55, nan,42,41, 1]
[13, 'Crystal Palace',38,10,14,14,44, nan,39,47, -8]
[12, 'Crystal Palace',38,13,9,16,48, nan,45,50, -5]
[10, 'Crystal Palace',38,13,12,13,51, nan,44,42, 2]
[11, 'Crystal Palace',38,12,13,13,49, nan,40,43, -3]
[10, 'Crystal Palace',38,13,13,12,52, nan,42,43, -1]
[11, 'Crystal Palace',38,11,12,15,45, nan,37,43, -6]
[11, 'Crystal Palace',38,13,14,11,53, nan,42,43, -1]
[7, 'Crystal Palace',38,15,12,11,57, nan,39,35, 4]
[14, 'Crystal Palace',38,9,16,13,43, nan,38,42, -4]
[7, 'Crystal Palace',38,17,11,10,62, nan,43,33, 10]
[13, 'Crystal Palace',38,9,15,14,42, nan,36,44, -8]
[9, 'Crystal Palace',38,15,12,11,57, nan,44,41, 3]
[15, 'Crystal Palace',38,10,11,17,41, nan,42,51, -9]
[9, 'Crystal Palace',38,15,11,12,56, nan,42,42, 0]
[9, 'Crystal Palace',38,13,15,10,54, nan,42,40, 2]
[17, 'Crystal Palace',38,8,11,19,35, nan,38,54, -16]
[13, 'Crystal Palace',38,10,12,16,42, nan,33,45, -12]
[9, 'Crystal Palace',38,14,12,12,54, nan,44,43, 1]
[10, 'Crystal Palace',38,12,14,12,50, nan,38,39, -1]
[8, 'Crystal Palace',38,16,11,11,59, nan,38,33, 5]
[13, 'Crystal Palace',38,12,12,14,48, nan,40,43, -3]
[13, 'Crystal Palace',38,10,14,14,44, nan,40,45, -5]
[9, 'Crystal Palace',38,14,12,12,54, nan,41,41, 0]
[14, 'Crystal Palace',38,11,11,16,44, nan,36,45, -9]
[10, 'Crystal Palace',38,13,13,12,52, nan,40,41, -1]
[13, 'Crystal Palace',38,12,11,15,47, nan,40,44, -4]
[12, 'Crystal Palace',38,10,15,13,45, nan,40,46, -6]
[12, 'Crystal Palace',38,11,13,14,46, nan,39,46, -7]
[13, 'Crystal Palace',38,11,12,15,45, nan,41,50, -9]
[10, 'Crystal Palace',38,13,12,13,51, nan,40,44, -4]
[9, 'Crystal Palace',38,13,13,12,52, nan,41,44, -3]
[9, 'Crystal Palace',38,12,15,11,51, nan,40,38, 2]
[11, 'Crystal Palace',38,11,15,12,48, nan,39,42, -3]
[11, 'Crystal Palace',38,12,12,14,48, nan,40,45, -5]
[10, 'Crystal Palace',38,11,15,12,48, nan,39,42, -3]
[12, 'Crystal Palace',38,12,11,15,47, nan,41,44, -3]
[10, 'Crystal Palace',38,12,16,10,52, nan,40,38, 2]
[9, 'Crystal Palace',38,14,9,15,51, nan,40,43, -3]
[9, 'Crystal Palace',38,14,11,13,53, nan,43,45, -2]
[11, 'Crystal Palace',38,11,14,13,47, nan,48,53, -5]
[13, 'Crystal Palace',38,10,13,15,43, nan,40,47, -7]
[14, 'Crystal Palace',38,10,11,17,41, nan,42,52, -10]
[12, 'Crystal Palace',38,14,9,15,51, nan,43,44, -1]
[12, 'Crystal Palace',38,11,14,13,47, nan,41,48, -7]
[13, 'Crystal Palace',38,10,14,14,44, nan,35,44, -9]
[11, 'Crystal Palace',38,10,19,9,49, nan,39,43, -4]
[14, 'Crystal Palace',38,11,14,13,47, nan,39,44, -5]
[11, 'Crystal Palace',38,12,13,13,49, nan,43,51, -8]
[16, 'Crystal Palace',38,9,13,16,40, nan,35,46, -11]
[13, 'Crystal Palace',38,10,16,12,46, nan,41,43, -2]
[9, 'Crystal Palace',38,15,14,9,59, nan,46,40, 6]
[14, 'Crystal Palace',38,11,11,16,44, nan,34,50, -16]
[15, 'Crystal Palace',38,9,15,14,42, nan,39,45, -6]
[14, 'Crystal Palace',38,9,14,15,41, nan,36,45, -9]
[10, 'Crystal Palace',38,14,11,13,53, nan,44,43, 1]
[14, 'Crystal Palace',38,9,15,14,42, nan,38,42, -4]
[9, 'Crystal Palace',38,15,9,14,54, nan,39,42, -3]
[9, 'Crystal Palace',38,15,8,15,53, nan,36,40, -4]
[17, 'Crystal Palace',38,10,10,18,40, nan,38,54, -16]
[13, 'Crystal Palace',38,10,12,16,42, nan,38,45, -7]
[9, 'Crystal Palace',38,14,13,11,55, nan,40,39, 1]
[10, 'Crystal Palace',38,14,11,13,53, nan,42,43, -1]
[16, 'Crystal Palace',38,11,9,18,42, nan,40,55, -15]
[12, 'Crystal Palace',38,11,9,18,42, nan,40,47, -7]
[15, 'Crystal Palace',38,10,10,18,40, nan,40,51, -11]
[13, 'Crystal Palace',38,11,13,14,46, nan,39,45, -6]
[12, 'Crystal Palace',38,12,13,13,49, nan,44,49, -5]
[9, 'Crystal Palace',38,15,10,13,55, nan,42,41, 1]
[10, 'Crystal Palace',38,13,13,12,52, nan,38,41, -3]
[10, 'Crystal Palace',38,12,14,12,50, nan,41,42, -1]
[9, 'Crystal Palace',38,12,16,10,52, nan,43,44, -1]
[14, 'Crystal Palace',38,11,11,16,44, nan,40,48, -8]
[14, 'Crystal Palace',38,10,14,14,44, nan,39,46, -7]
[9, 'Crystal Palace',38,14,13,11,55, nan,42,42, 0]
[9, 'Crystal Palace',38,14,14,10,56, nan,41,39, 2]
[11, 'Crystal Palace',38,13,11,14,50, nan,37,42, -5]
[9, 'Crystal Palace',38,14,13,11,55, nan,45,42, 3]
[12, 'Crystal Palace',38,11,11,16,44, nan,35,47, -12]
[8, 'Crystal Palace',38,15,14,9,59, nan,41,34, 7]
[13, 'Crystal Palace',38,11,14,13,47, nan,39,48, -9]
[8, 'Crystal Palace',38,16,9,13,57, nan,42,42, 0]
[14, 'Crystal Palace',38,11,10,17,43, nan,40,58, -18]
[12, 'Crystal Palace',38,12,13,13,49, nan,36,40, -4]
[10, 'Crystal Palace',38,13,13,12,52, nan,41,42, -1]
[15, 'Crystal Palace',38,9,13,16,40, nan,39,50, -11]
[12, 'Crystal Palace',38,11,13,14,46, nan,39,43, -4]
[13, 'Crystal Palace',38,11,13,14,46, nan,38,46, -8]
[11, 'Crystal Palace',38,12,12,14,48, nan,40,44, -4]
[11, 'Crystal Palace',38,13,10,15,49, nan,40,46, -6]
[13, 'Crystal Palace',38,11,12,15,45, nan,39,45, -6]
[13, 'Crystal Palace',38,11,8,19,41, nan,38,49, -11]
[14, 'Crystal Palace',38,10,10,18,40, nan,39,55, -16]
[9, 'Crystal Palace',38,15,11,12,56, nan,43,40, 3]
[14, 'Crystal Palace',38,11,13,14,46, nan,41,47, -6]
[10, 'Crystal Palace',38,11,16,11,49, nan,38,42, -4]
[11, 'Crystal Palace',38,13,10,15,49, nan,44,51, -7]
[7, 'Crystal Palace',38,18,8,12,62, nan,47,40, 7]
[11, 'Crystal Palace',38,13,14,11,53, nan,42,39, 3]
[10, 'Crystal Palace',38,13,13,12,52, nan,43,44, -1]
[9, 'Crystal Palace',38,13,12,13,51, nan,41,41, 0]
[14, 'Crystal Palace',38,9,12,17,39, nan,36,46, -10]
[15, 'Crystal Palace',38,9,12,17,39, nan,40,50, -10]
[9, 'Crystal Palace',38,16,10,12,58, nan,42,41, 1]
[9, 'Crystal Palace',38,12,16,10,52, nan,42,39, 3]
[8, 'Crystal Palace',38,17,8,13,59, nan,46,45, 1]
[18, 'Crystal Palace',38,7,11,20,32, nan,38,56, -18]
[14, 'Crystal Palace',38,12,10,16,46, nan,41,47, -6]
[10, 'Crystal Palace',38,15,9,14,54, nan,39,40, -1]
[12, 'Crystal Palace',38,11,16,11,49, nan,42,44, -2]
[8, 'Crystal Palace',38,14,13,11,55, nan,44,42, 2]
[11, 'Crystal Palace',38,12,11,15,47, nan,39,45, -6]
[10, 'Crystal Palace',38,13,10,15,49, nan,36,41, -5]
[11, 'Crystal Palace',38,13,12,13,51, nan,40,42, -2]
[11, 'Crystal Palace',38,13,10,15,49, nan,41,48, -7]
[14, 'Crystal Palace',38,9,12,17,39, nan,38,50, -12]
[12, 'Crystal Palace',38,10,14,14,44, nan,38,46, -8]
[12, 'Crystal Palace',38,12,11,15,47, nan,41,45, -4]
[10, 'Crystal Palace',38,14,11,13,53, nan,40,39, 1]
[10, 'Crystal Palace',38,12,14,12,50, nan,40,43, -3]
[9, 'Crystal Palace',38,14,14,10,56, nan,45,39, 6]
[6, 'Crystal Palace',38,18,9,11,63, nan,49,41, 8]
[12, 'Crystal Palace',38,10,14,14,44, nan,39,44, -5]
[11, 'Crystal Palace',38,12,13,13,49, nan,40,43, -3]
[10, 'Crystal Palace',38,14,10,14,52, nan,41,43, -2]
[10, 'Crystal Palace',38,13,11,14,50, nan,43,46, -3]
[7, 'Crystal Palace',38,16,12,10,60, nan,45,40, 5]
[12, 'Crystal Palace',38,11,9,18,42, nan,37,47, -10]
[11, 'Crystal Palace',38,13,11,14,50, nan,45,46, -1]
[13, 'Crystal Palace',38,12,10,16,46, nan,41,48, -7]
[12, 'Crystal Palace',38,11,13,14,46, nan,40,44, -4]
[12, 'Crystal Palace',38,10,14,14,44, nan,40,46, -6]
[11, 'Crystal Palace',38,14,8,16,50, nan,43,45, -2]
[13, 'Crystal Palace',38,11,10,17,43, nan,37,47, -10]
[11, 'Crystal Palace',38,11,14,13,47, nan,40,44, -4]
[12, 'Crystal Palace',38,12,12,14,48, nan,38,42, -4]
[15, 'Crystal Palace',38,9,13,16,40, nan,39,47, -8]
[9, 'Crystal Palace',38,14,11,13,53, nan,40,44, -4]
[10, 'Crystal Palace',38,15,9,14,54, nan,40,42, -2]
[13, 'Crystal Palace',38,12,10,16,46, nan,40,48, -8]
[10, 'Crystal Palace',38,16,10,12,58, nan,45,44, 1]
[9, 'Crystal Palace',38,16,11,11,59, nan,40,34, 6]
[9, 'Crystal Palace',38,14,11,13,53, nan,38,36, 2]
[13, 'Crystal Palace',38,9,14,15,41, nan,40,54, -14]
[10, 'Crystal Palace',38,13,11,14,50, nan,37,41, -4]
[11, 'Crystal Palace',38,12,15,11,51, nan,47,48, -1]
[11, 'Crystal Palace',38,9,18,11,45, nan,42,46, -4]
[9, 'Crystal Palace',38,14,13,11,55, nan,41,38, 3]
[15, 'Crystal Palace',38,8,15,15,39, nan,31,40, -9]
[12, 'Crystal Palace',38,13,12,13,51, nan,42,44, -2]
[7, 'Crystal Palace',38,19,9,10,66, nan,47,38, 9]
[10, 'Crystal Palace',38,13,11,14,50, nan,41,43, -2]
[14, 'Crystal Palace',38,8,14,16,38, nan,34,47, -13]
[11, 'Crystal Palace',38,12,15,11,51, nan,42,44, -2]
[11, 'Crystal Palace',38,14,10,14,52, nan,44,46, -2]
[13, 'Crystal Palace',38,11,13,14,46, nan,39,46, -7]
[14, 'Crystal Palace',38,9,14,15,41, nan,38,50, -12]
[12, 'Crystal Palace',38,11,12,15,45, nan,41,48, -7]
[7, 'Crystal Palace',38,15,13,10,58, nan,46,41, 5]
[10, 'Crystal Palace',38,15,8,15,53, nan,42,47, -5]
[8, 'Crystal Palace',38,14,11,13,53, nan,42,43, -1]
[9, 'Crystal Palace',38,14,11,13,53, nan,42,45, -3]
[10, 'Crystal Palace',38,13,13,12,52, nan,40,43, -3]
[12, 'Crystal Palace',38,10,13,15,43, nan,39,46, -7]
[10, 'Crystal Palace',38,14,10,14,52, nan,43,44, -1]
[6, 'Crystal Palace',38,16,14,8,62, nan,45,38, 7]
[10, 'Crystal Palace',38,15,9,14,54, nan,42,43, -1]
[13, 'Crystal Palace',38,12,13,13,49, nan,37,41, -4]
[11, 'Crystal Palace',38,13,12,13,51, nan,44,44, 0]
[10, 'Crystal Palace',38,13,13,12,52, nan,43,45, -2]
[12, 'Crystal Palace',38,10,17,11,47, nan,41,43, -2]
[10, 'Crystal Palace',38,14,10,14,52, nan,41,42, -1]
[11, 'Crystal Palace',38,14,10,14,52, nan,46,49, -3]
[14, 'Crystal Palace',38,10,15,13,45, nan,40,46, -6]
[15, 'Crystal Palace',38,9,12,17,39, nan,38,49, -11]
[11, 'Crystal Palace',38,13,8,17,47, nan,40,51, -11]
[9, 'Crystal Palace',38,13,15,10,54, nan,48,43, 5]
[10, 'Crystal Palace',38,11,15,12,48, nan,42,47, -5]
[12, 'Crystal Palace',38,11,12,15,45, nan,41,48, -7]
[13, 'Crystal Palace',38,11,12,15,45, nan,37,42, -5]
[8, 'Crystal Palace',38,16,12,10,60, nan,42,36, 6]
[9, 'Crystal Palace',38,16,11,11,59, nan,44,40, 4]
[10, 'Crystal Palace',38,14,8,16,50, nan,38,42, -4]
[12, 'Crystal Palace',38,12,13,13,49, nan,41,46, -5]
